Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
ExpSolar,00000,S1,NA,Chile,-33.4619,-70.6852,-4,519
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
2007,1,1,0,0,0.0,0.0,0.0,19.2,19.2,61.7,952.7,0.8,198.0,0
2007,1,1,1,0,0.0,0.0,0.0,18.4,18.4,69.1,950.7,0.6,198.0,0
2007,1,1,2,0,0.0,0.0,0.0,17.8,17.8,72.8,949.8,0.5,201.0,0
2007,1,1,3,0,0.0,0.0,0.0,17.1,17.1,77.2,948.5,0.3,198.0,0
2007,1,1,4,0,0.0,0.0,0.0,15.7,15.7,81.5,947.2,0.3,207.0,0
2007,1,1,5,0,0.0,0.0,0.0,15.2,15.2,83.1,948.2,0.4,211.5,0
2007,1,1,6,0,17.1,0.0,17.1,14.6,14.6,90.4,946.5,0.4,205.5,0
2007,1,1,7,0,240.8,738.6,47.4,13.8,13.8,90.7,944.9,0.4,219.0,0
2007,1,1,8,0,463.5,865.7,66.6,15.9,15.9,88.9,948.4,0.6,232.5,0
2007,1,1,9,0,674.2,927.9,81.5,18.5,18.5,81.4,951.2,0.9,249.0,0
2007,1,1,10,0,854.6,963.7,93.2,21.9,21.9,66.3,953.2,1.1,232.5,0
2007,1,1,11,0,990.2,984.8,101.7,25.0,25.0,51.5,955.4,1.7,232.5,0
2007,1,1,12,0,1066.7,992.4,106.3,27.1,27.1,47.2,957.3,2.4,226.5,0
2007,1,1,13,0,1081.7,992.4,107.2,28.7,28.7,43.8,960.7,3.0,225.0,0
2007,1,1,14,0,1034.3,985.2,104.3,29.9,29.9,42.1,963.0,3.4,225.0,0
2007,1,1,15,0,929.3,970.9,97.9,29.3,29.3,36.6,962.7,3.6,226.5,0
2007,1,1,16,0,773.3,945.1,87.9,28.3,28.3,33.3,961.9,3.5,225.0,0
2007,1,1,17,0,578.4,900.8,74.8,27.3,27.3,33.6,960.6,3.3,223.5,0
2007,1,1,18,0,359.4,815.1,58.2,25.8,25.8,34.2,960.2,3.0,223.5,0
2007,1,1,19,0,141.2,620.2,36.0,24.1,24.1,38.8,960.1,2.4,217.5,0
2007,1,1,20,0,0.0,0.0,0.0,22.3,22.3,41.4,958.9,1.8,208.5,0
2007,1,1,21,0,0.0,0.0,0.0,20.8,20.8,46.7,957.9,1.6,198.0,0
2007,1,1,22,0,0.0,0.0,0.0,19.8,19.8,52.4,956.8,1.3,196.5,0
2007,1,1,23,0,0.0,0.0,0.0,19.2,19.2,56.5,955.7,0.8,199.5,0
2007,1,2,0,0,0.0,0.0,0.0,18.5,18.5,58.5,955.2,0.5,202.5,0
2007,1,2,1,0,0.0,0.0,0.0,17.8,17.8,61.1,954.0,0.1,204.0,0
2007,1,2,2,0,0.0,0.0,0.0,17.3,17.3,67.5,953.4,0.2,205.5,0
2007,1,2,3,0,0.0,0.0,0.0,16.8,16.8,71.7,952.8,0.1,196.5,0
2007,1,2,4,0,0.0,0.0,0.0,15.9,15.9,74.6,952.8,0.2,198.0,0
2007,1,2,5,0,0.0,0.0,0.0,15.4,15.4,76.0,953.4,0.2,178.5,0
2007,1,2,6,0,16.6,0.0,16.6,14.9,14.9,84.4,952.5,0.4,186.0,0
2007,1,2,7,0,240.7,745.3,47.3,14.6,14.6,81.1,952.0,0.4,204.0,0
2007,1,2,8,0,463.6,869.9,66.5,16.2,16.2,82.7,953.3,0.6,222.0,0
2007,1,2,9,0,676.0,933.4,81.6,19.4,19.4,76.8,956.9,0.8,244.5,0
2007,1,2,10,0,858.4,970.0,93.4,22.3,22.3,61.1,958.8,1.1,231.0,0
2007,1,2,11,0,995.8,991.7,102.0,25.1,25.1,49.7,960.7,1.7,232.5,0
2007,1,2,12,0,1075.6,1001.6,106.8,27.2,27.2,45.8,962.6,2.4,228.0,0
2007,1,2,13,0,1093.5,1003.8,107.9,28.5,28.5,41.1,964.6,3.0,225.0,0
2007,1,2,14,0,1048.2,998.7,105.2,29.5,29.5,38.7,966.9,3.3,223.5,0
2007,1,2,15,0,943.0,985.3,98.7,29.0,29.0,36.4,965.8,3.5,225.0,0
2007,1,2,16,0,786.2,960.9,88.8,28.1,28.1,35.2,964.6,3.4,223.5,0
2007,1,2,17,0,589.7,918.2,75.5,27.1,27.1,34.3,963.3,3.2,222.0,0
2007,1,2,18,0,366.4,830.7,58.7,25.6,25.6,33.5,962.6,2.9,220.5,0
2007,1,2,19,0,144.5,635.0,36.3,23.5,23.5,33.8,962.4,2.1,214.5,0
2007,1,2,20,0,0.0,0.0,0.0,21.1,21.1,37.1,961.4,1.5,205.5,0
2007,1,2,21,0,0.0,0.0,0.0,19.3,19.3,43.6,960.5,1.3,198.0,0
2007,1,2,22,0,0.0,0.0,0.0,18.2,18.2,49.2,959.5,0.9,198.0,0
2007,1,2,23,0,0.0,0.0,0.0,17.1,17.1,56.4,958.0,0.3,207.0,0
2007,1,3,0,0,0.0,0.0,0.0,16.2,16.2,60.0,956.9,0.2,216.0,0
2007,1,3,1,0,0.0,0.0,0.0,15.6,15.6,65.1,955.9,0.1,229.5,0
2007,1,3,2,0,0.0,0.0,0.0,15.1,15.1,70.8,954.6,0.1,253.5,0
2007,1,3,3,0,0.0,0.0,0.0,14.6,14.6,74.6,953.9,0.2,282.0,0
2007,1,3,4,0,0.0,0.0,0.0,14.2,14.2,75.0,953.0,0.2,79.5,0
2007,1,3,5,0,0.0,0.0,0.0,13.7,13.7,78.1,952.1,0.3,69.0,0
2007,1,3,6,0,16.1,0.0,16.1,14.7,14.7,85.1,954.2,0.2,100.5,0
2007,1,3,7,0,242.9,760.5,47.4,15.5,15.5,83.3,957.0,0.1,124.5,0
2007,1,3,8,0,468.4,884.1,66.7,17.9,17.9,84.8,958.6,0.3,262.5,0
2007,1,3,9,0,681.2,943.6,81.8,20.9,20.9,73.0,961.1,0.8,249.0,0
2007,1,3,10,0,862.6,976.8,93.7,23.9,23.9,57.5,963.2,1.1,237.0,0
2007,1,3,11,0,998.3,995.5,102.1,26.6,26.6,47.9,964.8,1.7,235.5,0
2007,1,3,12,0,1075.5,1002.1,106.9,28.8,28.8,43.4,966.7,2.4,228.0,0
2007,1,3,13,0,1090.7,1001.3,107.8,30.2,30.2,40.2,968.4,3.0,225.0,0
2007,1,3,14,0,1043.2,993.6,105.0,31.0,31.0,35.5,970.7,3.3,225.0,0
2007,1,3,15,0,936.3,977.4,98.4,30.5,30.5,34.7,969.0,3.3,223.5,0
2007,1,3,16,0,778.8,950.4,88.4,29.7,29.7,34.2,967.6,3.3,223.5,0
2007,1,3,17,0,582.4,904.8,75.1,28.4,28.4,34.4,966.4,3.1,223.5,0
2007,1,3,18,0,366.2,828.3,58.7,26.8,26.8,34.8,965.3,2.8,220.5,0
2007,1,3,19,0,146.9,645.4,36.5,24.8,24.8,36.2,964.2,2.1,216.0,0
2007,1,3,20,0,0.0,0.0,0.0,22.5,22.5,41.0,963.2,1.5,207.0,0
2007,1,3,21,0,0.0,0.0,0.0,20.9,20.9,49.3,961.7,1.2,199.5,0
2007,1,3,22,0,0.0,0.0,0.0,19.6,19.6,55.8,960.3,0.8,201.0,0
2007,1,3,23,0,0.0,0.0,0.0,18.5,18.5,60.8,958.8,0.3,211.5,0
2007,1,4,0,0,0.0,0.0,0.0,17.4,17.4,66.6,957.2,0.1,222.0,0
2007,1,4,1,0,0.0,0.0,0.0,16.6,16.6,68.5,955.6,0.0,235.5,0
2007,1,4,2,0,0.0,0.0,0.0,16.0,16.0,72.7,953.9,0.1,250.5,0
2007,1,4,3,0,0.0,0.0,0.0,15.4,15.4,75.9,952.6,0.2,300.0,0
2007,1,4,4,0,0.0,0.0,0.0,14.6,14.6,78.4,951.3,0.3,346.5,0
2007,1,4,5,0,0.0,0.0,0.0,13.9,13.9,81.2,949.6,0.5,22.5,0
2007,1,4,6,0,15.4,0.0,15.4,15.1,15.1,86.0,952.5,0.2,27.0,0
2007,1,4,7,0,238.3,751.3,46.9,16.1,16.1,86.9,954.7,0.1,24.0,0
2007,1,4,8,0,464.0,879.5,66.4,18.5,18.5,84.9,957.0,0.2,306.0,0
2007,1,4,9,0,677.4,941.0,81.5,21.8,21.8,71.7,960.2,0.7,259.5,0
2007,1,4,10,0,859.9,975.6,93.4,25.1,25.1,57.5,962.4,1.0,243.0,0
2007,1,4,11,0,997.1,995.5,101.9,28.0,28.0,48.0,964.5,1.5,232.5,0
2007,1,4,12,0,1075.5,1003.0,106.8,30.4,30.4,40.2,966.8,2.2,228.0,0
2007,1,4,13,0,1091.9,1002.9,107.7,32.0,32.0,39.2,969.0,2.8,225.0,0
2007,1,4,14,0,1045.2,995.6,104.9,32.8,32.8,35.1,971.7,3.2,223.5,0
2007,1,4,15,0,939.5,980.6,98.4,32.3,32.3,33.3,970.1,3.3,223.5,0
2007,1,4,16,0,782.5,954.6,88.5,31.5,31.5,30.5,968.8,3.3,223.5,0
2007,1,4,17,0,586.0,909.9,75.2,30.5,30.5,30.3,967.4,3.1,222.0,0
2007,1,4,18,0,366.0,826.3,58.6,29.2,29.2,30.3,966.1,2.8,222.0,0
2007,1,4,19,0,145.4,635.0,36.4,27.2,27.2,32.4,965.0,2.0,217.5,0
2007,1,4,20,0,0.0,0.0,0.0,24.7,24.7,38.4,964.0,1.3,211.5,0
2007,1,4,21,0,0.0,0.0,0.0,22.8,22.8,43.5,962.8,0.9,205.5,0
2007,1,4,22,0,0.0,0.0,0.0,21.5,21.5,50.0,961.2,0.6,207.0,0
2007,1,4,23,0,0.0,0.0,0.0,20.3,20.3,56.9,959.3,0.2,210.0,0
2007,1,5,0,0,0.0,0.0,0.0,19.0,19.0,65.0,957.7,0.2,220.5,0
2007,1,5,1,0,0.0,0.0,0.0,18.1,18.1,68.1,956.1,0.4,250.5,0
2007,1,5,2,0,0.0,0.0,0.0,17.5,17.5,70.9,954.6,0.3,316.5,0
2007,1,5,3,0,0.0,0.0,0.0,17.2,17.2,73.9,953.1,0.5,3.0,0
2007,1,5,4,0,0.0,0.0,0.0,16.6,16.6,75.5,952.1,0.4,30.0,0
2007,1,5,5,0,0.0,0.0,0.0,16.0,16.0,77.9,951.7,0.6,33.0,0
2007,1,5,6,0,14.8,0.0,14.8,16.6,16.6,81.9,953.9,0.2,25.5,0
2007,1,5,7,0,235.6,748.8,46.6,17.3,17.3,81.5,954.5,0.1,19.5,0
2007,1,5,8,0,460.3,876.1,66.1,19.5,19.5,82.0,957.2,0.1,0.0,0
2007,1,5,9,0,673.1,937.5,81.2,22.4,22.4,72.4,959.0,0.5,309.0,0
2007,1,5,10,0,855.2,971.8,93.1,25.5,25.5,58.0,960.3,0.8,256.5,0
2007,1,5,11,0,991.8,991.3,101.6,28.1,28.1,46.5,960.9,1.4,234.0,0
2007,1,5,12,0,1069.9,998.2,106.4,30.3,30.3,38.7,962.3,2.2,226.5,0
2007,1,5,13,0,1086.3,997.8,107.4,31.5,31.5,37.7,963.2,2.7,223.5,0
2007,1,5,14,0,1039.6,990.0,104.5,32.1,32.1,34.9,964.5,3.3,222.0,0
2007,1,5,15,0,934.9,975.3,98.1,31.5,31.5,33.8,963.4,3.3,222.0,0
2007,1,5,16,0,778.8,949.1,88.2,30.6,30.6,31.1,962.1,3.3,222.0,0
2007,1,5,17,0,583.4,904.5,75.0,29.6,29.6,31.2,960.6,3.1,222.0,0
2007,1,5,18,0,366.3,826.2,58.6,28.1,28.1,31.5,959.9,2.9,220.5,0
2007,1,5,19,0,146.8,640.7,36.5,26.0,26.0,34.6,959.7,2.1,219.0,0
2007,1,5,20,0,0.0,0.0,0.0,23.3,23.3,39.5,959.0,1.5,210.0,0
2007,1,5,21,0,0.0,0.0,0.0,21.5,21.5,45.4,957.9,1.1,201.0,0
2007,1,5,22,0,0.0,0.0,0.0,20.2,20.2,51.6,956.4,0.9,199.5,0
2007,1,5,23,0,0.0,0.0,0.0,19.3,19.3,59.5,954.9,0.4,207.0,0
2007,1,6,0,0,0.0,0.0,0.0,18.4,18.4,67.9,953.5,0.1,217.5,0
2007,1,6,1,0,0.0,0.0,0.0,17.6,17.6,66.8,952.2,0.2,238.5,0
2007,1,6,2,0,0.0,0.0,0.0,16.9,16.9,73.8,951.0,0.2,259.5,0
2007,1,6,3,0,0.0,0.0,0.0,16.2,16.2,77.1,949.9,0.3,279.0,0
2007,1,6,4,0,0.0,0.0,0.0,15.5,15.5,81.1,949.0,0.4,327.0,0
2007,1,6,5,0,0.0,0.0,0.0,15.2,15.2,82.3,949.4,0.4,7.5,0
2007,1,6,6,0,13.9,0.0,13.9,14.7,14.7,85.8,948.6,0.1,36.0,0
2007,1,6,7,0,228.7,731.0,46.0,15.3,15.3,85.6,949.1,0.1,312.0,0
2007,1,6,8,0,450.6,860.3,65.4,17.7,17.7,82.6,952.0,0.4,262.5,0
2007,1,6,9,0,660.7,922.0,80.4,20.2,20.2,73.2,952.4,0.7,262.5,0
2007,1,6,10,0,840.4,956.1,92.1,23.1,23.1,59.7,953.2,1.1,244.5,0
2007,1,6,11,0,975.1,975.2,100.5,25.7,25.7,52.5,953.9,1.7,234.0,0
2007,1,6,12,0,1052.3,982.0,105.2,27.3,27.3,44.4,954.6,2.4,228.0,0
2007,1,6,13,0,1068.4,981.0,106.2,28.2,28.2,44.6,955.7,3.0,226.5,0
2007,1,6,14,0,1022.1,972.6,103.4,28.6,28.6,44.2,957.0,3.4,226.5,0
2007,1,6,15,0,918.4,956.8,97.1,27.9,27.9,39.6,956.5,3.7,225.0,0
2007,1,6,16,0,764.1,929.6,87.3,27.0,27.0,39.2,955.7,3.5,223.5,0
2007,1,6,17,0,571.3,883.4,74.2,26.1,26.1,40.1,954.6,3.3,222.0,0
2007,1,6,18,0,358.9,806.3,58.1,24.9,24.9,41.2,954.0,3.1,219.0,0
2007,1,6,19,0,143.7,623.0,36.2,23.3,23.3,45.6,954.0,2.4,216.0,0
2007,1,6,20,0,0.0,0.0,0.0,21.8,21.8,48.6,952.6,1.8,205.5,0
2007,1,6,21,0,0.0,0.0,0.0,20.5,20.5,55.2,951.8,1.7,193.5,0
2007,1,6,22,0,0.0,0.0,0.0,19.5,19.5,64.0,950.9,1.1,196.5,0
2007,1,6,23,0,0.0,0.0,0.0,18.9,18.9,64.4,950.1,0.8,204.0,0
2007,1,7,0,0,0.0,0.0,0.0,18.4,18.4,65.9,949.6,0.8,208.5,0
2007,1,7,1,0,0.0,0.0,0.0,17.7,17.7,70.7,948.7,0.5,217.5,0
2007,1,7,2,0,0.0,0.0,0.0,17.3,17.3,76.9,948.7,0.5,226.5,0
2007,1,7,3,0,0.0,0.0,0.0,17.1,17.1,80.0,947.9,0.7,220.5,0
2007,1,7,4,0,0.0,0.0,0.0,15.6,15.6,80.5,946.7,0.8,219.0,0
2007,1,7,5,0,0.0,0.0,0.0,15.3,15.3,82.9,949.8,0.8,208.5,0
2007,1,7,6,0,12.9,0.0,12.9,14.6,14.6,86.1,947.9,0.7,202.5,0
2007,1,7,7,0,218.6,701.4,45.1,15.8,15.8,87.0,950.4,0.6,204.0,0
2007,1,7,8,0,436.8,836.1,64.4,17.7,17.7,82.2,951.3,0.7,214.5,0
2007,1,7,9,0,644.7,901.0,79.4,20.6,20.6,73.3,954.8,1.1,220.5,0
2007,1,7,10,0,823.5,937.5,91.2,23.3,23.3,71.9,957.6,1.5,226.5,0
2007,1,7,11,0,958.6,959.0,99.7,25.4,25.4,55.6,960.0,2.3,225.0,0
2007,1,7,12,0,1038.9,969.4,104.6,27.0,27.0,53.4,962.7,3.1,222.0,0
2007,1,7,13,0,1058.6,971.7,105.9,28.2,28.2,50.7,964.8,3.4,223.5,0
2007,1,7,14,0,1016.2,966.5,103.3,29.3,29.3,42.5,967.2,3.7,223.5,0
2007,1,7,15,0,915.7,953.3,97.1,28.7,28.7,44.5,965.8,3.7,222.0,0
2007,1,7,16,0,764.2,928.8,87.4,27.8,27.8,44.6,964.4,3.5,222.0,0
2007,1,7,17,0,573.3,885.8,74.5,26.5,26.5,44.6,963.2,3.3,220.5,0
2007,1,7,18,0,357.5,801.9,58.0,25.1,25.1,44.7,961.8,2.8,219.0,0
2007,1,7,19,0,141.5,610.5,36.0,23.1,23.1,46.4,960.0,2.3,214.5,0
2007,1,7,20,0,0.0,0.0,0.0,21.2,21.2,48.4,958.6,1.7,208.5,0
2007,1,7,21,0,0.0,0.0,0.0,19.6,19.6,55.1,956.8,1.2,201.0,0
2007,1,7,22,0,0.0,0.0,0.0,17.9,17.9,61.2,955.4,0.9,199.5,0
2007,1,7,23,0,0.0,0.0,0.0,16.9,16.9,66.2,953.3,0.3,207.0,0
2007,1,8,0,0,0.0,0.0,0.0,16.1,16.1,67.0,951.6,0.3,217.5,0
2007,1,8,1,0,0.0,0.0,0.0,15.5,15.5,67.4,950.1,0.2,229.5,0
2007,1,8,2,0,0.0,0.0,0.0,14.7,14.7,73.8,948.3,0.2,240.0,0
2007,1,8,3,0,0.0,0.0,0.0,15.4,15.4,77.5,950.3,0.2,255.0,0
2007,1,8,4,0,0.0,0.0,0.0,16.3,16.3,80.5,951.9,0.3,232.5,0
2007,1,8,5,0,0.0,0.0,0.0,16.9,16.9,81.3,954.5,0.3,244.5,0
2007,1,8,6,0,12.6,0.0,12.6,17.9,17.9,87.1,956.7,0.4,220.5,0
2007,1,8,7,0,224.2,729.7,45.6,18.6,18.6,87.2,958.0,0.4,226.5,0
2007,1,8,8,0,448.0,863.9,65.3,20.5,20.5,86.6,961.6,0.7,240.0,0
2007,1,8,9,0,662.4,930.1,80.6,22.5,22.5,79.4,962.0,0.9,247.5,0
2007,1,8,10,0,847.6,968.5,92.7,25.4,25.4,65.6,963.1,1.3,237.0,0
2007,1,8,11,0,988.4,991.5,101.5,28.0,28.0,53.4,964.9,1.9,229.5,0
2007,1,8,12,0,1069.5,1000.1,106.4,29.8,29.8,46.8,966.0,2.5,225.0,0
2007,1,8,13,0,1088.5,1000.9,107.6,31.2,31.2,44.6,968.1,2.9,225.0,0
2007,1,8,14,0,1044.2,994.5,104.9,32.1,32.1,42.0,969.7,3.3,225.0,0
2007,1,8,15,0,939.5,979.2,98.5,31.7,31.7,37.2,968.9,3.4,225.0,0
2007,1,8,16,0,782.9,952.6,88.5,31.0,31.0,33.3,967.7,3.4,225.0,0
2007,1,8,17,0,586.8,907.6,75.4,29.9,29.9,33.0,966.3,3.2,223.5,0
2007,1,8,18,0,365.2,819.9,58.6,28.4,28.4,32.8,964.9,3.0,222.0,0
2007,1,8,19,0,144.5,625.1,36.4,26.5,26.5,36.8,964.2,2.1,216.0,0
2007,1,8,20,0,0.0,0.0,0.0,24.0,24.0,41.0,963.3,1.6,208.5,0
2007,1,8,21,0,0.0,0.0,0.0,22.2,22.2,44.6,962.4,1.1,202.5,0
2007,1,8,22,0,0.0,0.0,0.0,20.9,20.9,50.8,961.2,0.6,204.0,0
2007,1,8,23,0,0.0,0.0,0.0,19.5,19.5,59.3,959.8,0.2,211.5,0
2007,1,9,0,0,0.0,0.0,0.0,18.5,18.5,64.6,958.3,0.3,220.5,0
2007,1,9,1,0,0.0,0.0,0.0,17.9,17.9,66.4,957.5,0.2,238.5,0
2007,1,9,2,0,0.0,0.0,0.0,17.4,17.4,71.5,956.0,0.3,252.0,0
2007,1,9,3,0,0.0,0.0,0.0,17.0,17.0,75.1,955.2,0.1,286.5,0
2007,1,9,4,0,0.0,0.0,0.0,17.1,17.1,80.3,953.9,0.1,130.5,0
2007,1,9,5,0,0.0,0.0,0.0,16.2,16.2,81.8,952.6,0.4,25.5,0
2007,1,9,6,0,11.9,0.0,11.9,15.9,15.9,83.5,951.8,0.3,70.5,0
2007,1,9,7,0,227.5,750.1,45.7,15.4,15.4,82.3,951.1,0.2,31.5,0
2007,1,9,8,0,456.5,886.7,65.8,17.6,17.6,82.4,952.9,0.1,340.5,0
2007,1,9,9,0,672.6,948.6,81.2,20.3,20.3,81.3,954.6,0.6,273.0,0
2007,1,9,10,0,857.5,982.5,93.3,22.9,22.9,61.2,956.2,1.2,243.0,0
2007,1,9,11,0,996.8,1001.6,102.0,25.9,25.9,54.4,959.0,1.8,229.5,0
2007,1,9,12,0,1074.9,1006.2,106.8,27.4,27.4,43.4,960.0,2.6,223.5,0
2007,1,9,13,0,1091.0,1003.7,107.8,28.4,28.4,39.8,961.4,3.1,223.5,0
2007,1,9,14,0,1044.0,994.3,104.9,29.1,29.1,39.8,963.3,3.4,223.5,0
2007,1,9,15,0,939.9,979.4,98.5,28.5,28.5,35.4,962.6,3.6,225.0,0
2007,1,9,16,0,783.7,953.2,88.6,27.8,27.8,33.2,961.8,3.5,223.5,0
2007,1,9,17,0,587.7,908.6,75.5,26.7,26.7,32.9,960.8,3.2,223.5,0
2007,1,9,18,0,368.6,827.9,58.9,25.3,25.3,33.2,959.7,2.9,222.0,0
2007,1,9,19,0,147.5,640.2,36.7,23.6,23.6,36.2,958.9,2.2,216.0,0
2007,1,9,20,0,0.0,0.0,0.0,21.3,21.3,40.5,958.4,1.6,207.0,0
2007,1,9,21,0,0.0,0.0,0.0,19.6,19.6,47.8,957.6,1.0,201.0,0
2007,1,9,22,0,0.0,0.0,0.0,18.6,18.6,53.2,956.6,0.6,198.0,0
2007,1,9,23,0,0.0,0.0,0.0,17.6,17.6,59.8,954.9,0.2,202.5,0
2007,1,10,0,0,0.0,0.0,0.0,17.1,17.1,66.9,953.5,0.4,213.0,0
2007,1,10,1,0,0.0,0.0,0.0,17.2,17.2,68.4,952.7,0.3,216.0,0
2007,1,10,2,0,0.0,0.0,0.0,16.8,16.8,72.4,951.9,0.4,223.5,0
2007,1,10,3,0,0.0,0.0,0.0,16.2,16.2,75.8,951.3,0.2,211.5,0
2007,1,10,4,0,0.0,0.0,0.0,15.5,15.5,76.2,950.9,0.2,208.5,0
2007,1,10,5,0,0.0,0.0,0.0,14.6,14.6,78.2,950.1,0.4,45.0,0
2007,1,10,6,0,11.1,0.0,11.1,14.2,14.2,82.4,949.4,0.3,84.0,0
2007,1,10,7,0,223.5,743.1,45.5,13.6,13.6,80.5,948.9,0.2,67.5,0
2007,1,10,8,0,451.7,880.8,65.5,15.9,15.9,78.2,951.2,0.1,61.5,0
2007,1,10,9,0,669.3,946.5,81.1,18.7,18.7,78.8,953.6,0.5,255.0,0
2007,1,10,10,0,856.6,983.4,93.3,21.7,21.7,60.7,955.6,1.0,237.0,0
2007,1,10,11,0,998.7,1005.0,102.1,25.2,25.2,54.4,959.2,1.7,228.0,0
2007,1,10,12,0,1078.3,1010.4,107.0,27.3,27.3,43.9,961.3,2.5,223.5,0
2007,1,10,13,0,1095.6,1008.5,108.1,28.7,28.7,38.1,962.5,3.0,223.5,0
2007,1,10,14,0,1049.4,999.8,105.3,29.7,29.7,36.9,965.2,3.3,222.0,0
2007,1,10,15,0,943.5,983.2,98.8,29.1,29.1,34.9,963.9,3.5,225.0,0
2007,1,10,16,0,786.0,955.8,88.8,28.4,28.4,33.6,963.2,3.4,223.5,0
2007,1,10,17,0,588.8,909.8,75.6,27.4,27.4,32.3,962.2,3.2,223.5,0
2007,1,10,18,0,369.3,828.8,59.0,26.2,26.2,32.6,961.4,3.0,225.0,0
2007,1,10,19,0,147.7,640.8,36.7,24.3,24.3,35.9,961.0,2.3,220.5,0
2007,1,10,20,0,0.0,0.0,0.0,22.0,22.0,40.3,960.7,1.7,213.0,0
2007,1,10,21,0,0.0,0.0,0.0,20.3,20.3,49.7,960.3,1.1,202.5,0
2007,1,10,22,0,0.0,0.0,0.0,19.1,19.1,54.9,959.3,0.9,202.5,0
2007,1,10,23,0,0.0,0.0,0.0,18.1,18.1,58.7,958.3,0.2,211.5,0
2007,1,11,0,0,0.0,0.0,0.0,17.2,17.2,61.2,957.5,0.3,216.0,0
2007,1,11,1,0,0.0,0.0,0.0,16.6,16.6,59.2,956.7,0.3,228.0,0
2007,1,11,2,0,0.0,0.0,0.0,16.1,16.1,67.5,956.0,0.4,241.5,0
2007,1,11,3,0,0.0,0.0,0.0,15.6,15.6,73.0,955.5,0.5,259.5,0
2007,1,11,4,0,0.0,0.0,0.0,15.0,15.0,76.6,954.6,0.3,349.5,0
2007,1,11,5,0,0.0,0.0,0.0,14.3,14.3,79.3,954.0,0.4,12.0,0
2007,1,11,6,0,10.4,0.0,10.4,15.2,15.2,86.6,956.9,0.3,64.5,0
2007,1,11,7,0,221.8,744.9,45.3,15.7,15.7,83.0,959.9,0.1,57.0,0
2007,1,11,8,0,450.7,883.3,65.6,17.8,17.8,85.2,962.1,0.2,120.0,0
2007,1,11,9,0,668.4,948.1,81.2,20.6,20.6,78.1,963.7,0.7,244.5,0
2007,1,11,10,0,855.6,984.1,93.4,23.8,23.8,51.0,965.2,1.1,220.5,0
2007,1,11,11,0,997.5,1004.9,102.3,26.6,26.6,41.1,967.8,1.9,223.5,0
2007,1,11,12,0,1078.1,1010.9,107.2,28.4,28.4,40.1,969.1,2.6,217.5,0
2007,1,11,13,0,1096.4,1009.6,108.3,29.9,29.9,34.0,970.7,3.2,217.5,0
2007,1,11,14,0,1051.0,1001.5,105.5,31.0,31.0,31.7,972.3,3.5,216.0,0
2007,1,11,15,0,948.0,988.0,99.2,31.7,31.7,30.8,974.4,3.4,216.0,0
2007,1,11,16,0,792.4,963.6,89.3,31.1,31.1,29.1,972.8,3.4,217.5,0
2007,1,11,17,0,595.7,920.6,76.1,30.1,30.1,29.0,971.7,3.2,217.5,0
2007,1,11,18,0,372.0,835.4,59.2,28.7,28.7,28.3,970.4,2.8,216.0,0
2007,1,11,19,0,147.9,642.7,36.8,26.7,26.7,31.0,968.6,2.0,213.0,0
2007,1,11,20,0,0.0,0.0,0.0,24.1,24.1,35.3,967.6,1.3,213.0,0
2007,1,11,21,0,0.0,0.0,0.0,22.2,22.2,42.5,966.1,0.7,204.0,0
2007,1,11,22,0,0.0,0.0,0.0,20.6,20.6,49.8,964.2,0.3,208.5,0
2007,1,11,23,0,0.0,0.0,0.0,19.5,19.5,57.1,961.6,0.4,225.0,0
2007,1,12,0,0,0.0,0.0,0.0,18.3,18.3,57.7,959.6,0.6,268.5,0
2007,1,12,1,0,0.0,0.0,0.0,17.7,17.7,58.7,958.0,0.5,304.5,0
2007,1,12,2,0,0.0,0.0,0.0,16.8,16.8,64.8,956.6,0.6,301.5,0
2007,1,12,3,0,0.0,0.0,0.0,16.1,16.1,69.2,955.3,0.4,327.0,0
2007,1,12,4,0,0.0,0.0,0.0,15.7,15.7,74.8,953.9,0.5,330.0,0
2007,1,12,5,0,0.0,0.0,0.0,15.0,15.0,77.1,951.0,0.6,357.0,0
2007,1,12,6,0,9.3,0.0,9.3,16.1,16.1,80.6,953.2,0.7,15.0,0
2007,1,12,7,0,211.4,714.0,44.2,17.8,17.8,82.7,955.7,0.4,19.5,0
2007,1,12,8,0,434.1,853.5,64.1,21.4,21.4,81.9,957.0,0.2,345.0,0
2007,1,12,9,0,647.3,919.8,79.5,24.5,24.5,73.4,958.1,0.6,325.5,0
2007,1,12,10,0,830.9,956.6,91.6,27.7,27.7,60.4,959.6,1.0,271.5,0
2007,1,12,11,0,970.5,978.3,100.3,30.5,30.5,45.8,961.8,1.6,237.0,0
2007,1,12,12,0,1054.5,989.0,105.5,32.2,32.2,38.0,963.6,2.3,228.0,0
2007,1,12,13,0,1077.1,992.0,106.8,33.4,33.4,38.9,965.7,2.9,222.0,0
2007,1,12,14,0,1036.5,987.5,104.4,34.1,34.1,32.6,967.6,3.4,222.0,0
2007,1,12,15,0,935.7,974.8,98.2,33.3,33.3,32.4,965.9,3.4,220.5,0
2007,1,12,16,0,782.2,950.6,88.4,32.5,32.5,28.0,964.2,3.4,222.0,0
