0.16,-0.000000007,0.0006117862
0.5343103103,0.0057782869,1.5801085329
0.9086206206,0.0115468669,3.1591096338
1.2829309309,0.0173058127,4.7376297139
1.6572412412,0.0230552023,6.3156829701
2.0315515516,0.0287951119,7.8932831851
2.4058618619,0.0345256158,9.4704437397
2.7801721722,0.0402467867,11.0471776256
3.1544824825,0.0459586956,12.6234974576
3.5287927928,0.0516614118,14.1994154848
3.9031031031,0.0573550033,15.7749436024
4.2774134134,0.0630395362,17.3500933623
4.6517237237,0.0687150756,18.9248759839
5.026034034,0.0743816846,20.4993023641
5.4003443443,0.0800394255,22.0733830875
5.7746546547,0.0856883588,23.647128436
6.148964965,0.0913285441,25.2205483978
6.5232752753,0.0969600394,26.7936526769
6.8975855856,0.1025829016,28.3664507012
7.2718958959,0.1081971866,29.9389516317
7.6462062062,0.1138029489,31.51116437
8.0205165165,0.1194002419,33.0830975667
8.3948268268,0.1249891182,34.6547596287
8.7691371371,0.130569629,36.2261587271
9.1434474474,0.1361418247,37.7973028039
9.5177577578,0.1417057546,39.3681995795
9.8920680681,0.1472614671,40.9388565588
10.2663783784,0.1528090097,42.5092810385
10.6406886887,0.1583484289,44.0794801128
11.014998999,0.1638797705,45.6494606799
11.3893093093,0.1694030792,47.2192294481
11.7636196196,0.174918399,48.7887929409
12.1379299299,0.1804257733,50.3581575035
12.5122402402,0.1859252444,51.9273293075
12.8865505506,0.1914168539,53.4963143564
13.2608608609,0.1969006428,55.0651184908
13.6351711712,0.2023766514,56.6337473931
14.0094814815,0.2078449192,58.2022065926
14.3837917918,0.213305485,59.7705014698
14.7581021021,0.218758387,61.3386372611
15.1324124124,0.2242036628,62.9066190629
15.5067227227,0.2296413494,64.4744518363
15.881033033,0.2350714832,66.0421404107
16.2553433433,0.2404940998,67.609689488
16.6296536537,0.2459092345,69.1771036464
17.003963964,0.2513169219,70.7443873442
17.3782742743,0.2567171962,72.3115449232
17.7525845846,0.2621100909,73.8785806126
18.1268948949,0.2674956392,75.4454985318
18.5012052052,0.2728738736,77.0123026944
18.8755155155,0.2782448263,78.5789970108
19.2498258258,0.2836085289,80.1455852916
19.6241361361,0.2889650126,81.7120712507
19.9984464464,0.2943143081,83.2784585077
20.3727567568,0.2996564458,84.8447505916
20.7470670671,0.3049914556,86.4109509425
21.1213773774,0.310319367,87.9770629151
21.4956876877,0.3156402091,89.5430897811
21.869997998,0.3209540106,91.1090347311
22.2443083083,0.3262607998,92.674900878
22.6186186186,0.3315606048,94.2406912587
22.9929289289,0.3368534531,95.8064088363
23.3672392392,0.3421393721,97.372056503
23.7415495495,0.3474183886,98.9376370814
24.1158598599,0.3526905293,100.5031533274
24.4901701702,0.3579558205,102.0686079316
24.8644804805,0.3632142882,103.6340035215
25.2387907908,0.368465958,105.1993426636
25.6131011011,0.3737108552,106.7646278648
25.9874114114,0.3789490051,108.3298615747
26.3617217217,0.3841804324,109.895046187
26.736032032,0.3894051616,111.4601840414
27.1103423423,0.394623217,113.025277425
27.4846526527,0.3998346225,114.5903285742
27.858962963,0.4050394021,116.155339676
28.2332732733,0.410237579,117.7203128696
28.6075835836,0.4154291767,119.2852502481
28.9818938939,0.4206142181,120.8501538594
29.3562042042,0.425792726,122.4150257079
29.7305145145,0.430964723,123.9798677559
30.1048248248,0.4361302314,125.5446819249
30.4791351351,0.4412892734,127.1094700966
30.8534454454,0.4464418708,128.6742341142
31.2277557558,0.4515880455,130.2389757839
31.6020660661,0.4567278188,131.8036968759
31.9763763764,0.4618612122,133.3683991251
32.3506866867,0.4669882468,134.9330842328
32.724996997,0.4721089435,136.4977538675
33.0993073073,0.477223323,138.062409666
33.4736176176,0.482331406,139.6270532341
33.8479279279,0.4874332129,141.1916861481
34.2222382382,0.4925287639,142.7563099552
34.5965485485,0.4976180791,144.3209261748
34.9708588589,0.5027011784,145.8855362994
35.3451691692,0.5077780816,147.450141795
35.7194794795,0.5128488082,149.0147441025
36.0937897898,0.5179133778,150.5793446383
36.4681001001,0.5229718095,152.1439447949
36.8424104104,0.5280241227,153.7085459421
37.2167207207,0.5330703362,155.2731494273
37.591031031,0.5381104689,156.8377565766
37.9653413413,0.5431445397,158.4023686952
38.3396516517,0.5481725671,159.9669870683
38.713961962,0.5531945695,161.5316129618
39.0882722723,0.5582105653,163.0962476226
39.4625825826,0.5632205728,164.6608922797
39.8368928929,0.56822461,166.2255481446
40.2112032032,0.5732226949,167.7902164119
40.5855135135,0.5782148453,169.3548982597
40.9598238238,0.5832010791,170.9195948507
41.3341341341,0.5881814138,172.484307332
41.7084444444,0.593155867,174.0490368365
42.0827547548,0.5981244561,175.6137844824
42.4570650651,0.6030871983,177.1785513748
