Angle deg,Incidence angle rad,IAM_transv SAM,IAM_log SAM,IAM_transv SOL,IAM_log SOL,IAM_log SOL_real,IAM_transv SOL_real,IAM_transv SOL_old,IAM_log SOL_old
2.9,0.050614548,0.991612159,0.992830962,1.002733352,0.99623522,,,0.987378285,0.992719495
3,0.052359878,0.991672765,0.9925109,1.002528788,0.996077223,,,0.987019707,0.992448882
3.1,0.054105207,0.991732709,0.992192603,1.002326932,0.995917213,,,0.986665849,0.992176845
3.2,0.055850536,0.991791984,0.991876024,1.002127749,0.995755176,,,0.986316675,0.991903372
3.3,0.057595865,0.991850582,0.991561114,1.001931205,0.995591099,,,0.985972147,0.991628453
3.4,0.059341195,0.991908496,0.991247828,1.001737266,0.995424971,,,0.985632229,0.991352076
3.5,0.061086524,0.991965718,0.990936118,1.001545898,0.995256778,,,0.985296883,0.99107423
3.6,0.062831853,0.992022241,0.990625938,1.001357066,0.995086508,,,0.984966074,0.990794904
3.7,0.064577182,0.992078057,0.990317239,1.001170738,0.994914148,,,0.984639762,0.990514088
3.8,0.066322512,0.99213316,0.990009977,1.000986879,0.994739688,,,0.984317914,0.990231769
3.9,0.068067841,0.992187542,0.989704104,1.000805457,0.994563112,,,0.98400049,0.989947937
4,0.06981317,0.992241194,0.989399575,1.000626436,0.994384411,,,0.983687456,0.989662581
4.1,0.071558499,0.992294111,0.989096342,1.000449784,0.994203571,,,0.983378773,0.98937569
4.2,0.073303829,0.992346283,0.988794361,1.000275468,0.994020581,,,0.983074407,0.989087253
4.3,0.075049158,0.992397705,0.988493586,1.000103454,0.993835427,,,0.98277432,0.98879726
4.4,0.076794487,0.992448369,0.988193971,0.999933709,0.993648099,,,0.982478477,0.9885057
4.5,0.078539816,0.992498266,0.98789547,0.999766199,0.993458584,,,0.98218684,0.988212562
4.6,0.080285146,0.99254739,0.987598038,0.999600892,0.99326687,,,0.981899374,0.987917835
4.7,0.082030475,0.992595734,0.987301631,0.999437755,0.993072946,,,0.981616043,0.987621509
4.8,0.083775804,0.992643289,0.987006203,0.999276755,0.992876799,,,0.98133681,0.987323573
4.9,0.085521133,0.992690049,0.986711709,0.999117858,0.992678417,,,0.98106164,0.987024016
5,0.087266463,0.992736006,0.986418106,0.998961033,0.99247779,,,0.980790497,0.986722828
5.1,0.089011792,0.992781152,0.986125347,0.998806247,0.992274905,,,0.980523344,0.986419999
5.2,0.090757121,0.99282548,0.98583339,0.998653466,0.99206975,,,0.980260147,0.986115519
5.3,0.09250245,0.992868984,0.985542189,0.998502659,0.991862315,,,0.980000869,0.985809376
5.4,0.09424778,0.992911654,0.985251702,0.998353793,0.991652587,,,0.979745474,0.98550156
5.5,0.095993109,0.992953485,0.984961884,0.998206835,0.991440556,,,0.979493928,0.985192062
5.6,0.097738438,0.992994468,0.984672691,0.998061754,0.991226209,,,0.979246195,0.98488087
5.7,0.099483767,0.993034596,0.98438408,0.997918518,0.991009535,,,0.979002239,0.984567976
5.8,0.101229097,0.993073862,0.984096008,0.997777093,0.990790524,,,0.978762024,0.984253368
5.9,0.102974426,0.993112257,0.983808431,0.997637449,0.990569163,,,0.978525517,0.983937036
6,0.104719755,0.993149776,0.983521307,0.997499553,0.990345442,,,0.97829268,0.98361897
6.1,0.106465084,0.99318641,0.983234592,0.997363374,0.990119349,,,0.97806348,0.983299161
6.2,0.108210414,0.993222152,0.982948244,0.997228879,0.989890874,,,0.977837881,0.982977599
6.3,0.109955743,0.993256995,0.982662221,0.997096037,0.989660005,,,0.977615848,0.982654272
6.4,0.111701072,0.99329093,0.982376479,0.996964816,0.989426731,,,0.977397347,0.982329172
6.5,0.113446401,0.993323951,0.982090978,0.996835186,0.989191042,,,0.977182341,0.982002289
6.6,0.115191731,0.993356051,0.981805674,0.996707114,0.988952926,,,0.976970797,0.981673612
6.7,0.11693706,0.993387221,0.981520526,0.996580568,0.988712374,,,0.97676268,0.981343132
6.8,0.118682389,0.993417455,0.981235492,0.996455519,0.988469373,,,0.976557955,0.98101084
6.9,0.120427718,0.993446745,0.980950531,0.996331934,0.988223913,,,0.976356588,0.980676725
7,0.122173048,0.993475083,0.980665601,0.996209782,0.987975984,,,0.976158543,0.980340778
7.1,0.123918377,0.993502462,0.98038066,0.996089033,0.987725575,,,0.975963786,0.980002989
7.2,0.125663706,0.993528875,0.980095669,0.995969656,0.987472675,,,0.975772284,0.979663349
7.3,0.127409035,0.993554315,0.979810585,0.995851619,0.987217274,,,0.975584002,0.979321848
7.4,0.129154365,0.993578773,0.979525369,0.995734892,0.986959362,,,0.975398904,0.978978477
7.5,0.130899694,0.993602242,0.979239979,0.995619444,0.986698927,,,0.975216959,0.978633226
7.6,0.132645023,0.993624716,0.978954375,0.995505244,0.986435961,,,0.97503813,0.978286086
7.7,0.134390352,0.993646186,0.978668517,0.995392262,0.986170452,,,0.974862384,0.977937047
7.8,0.136135682,0.993666646,0.978382365,0.995280468,0.98590239,,,0.974689688,0.977586101
7.9,0.137881011,0.993686087,0.978095878,0.995169831,0.985631765,,,0.974520006,0.977233237
8,0.13962634,0.993704503,0.977809018,0.99506032,0.985358567,,,0.974353306,0.976878447
8.1,0.141371669,0.993721885,0.977521743,0.994951906,0.985082786,,,0.974189554,0.976521722
8.2,0.143116999,0.993738227,0.977234016,0.994844559,0.984804412,,,0.974028715,0.976163052
8.3,0.144862328,0.993753521,0.976945796,0.994738247,0.984523434,,,0.973870756,0.975802428
8.4,0.146607657,0.993767759,0.976657044,0.994632943,0.984239844,,,0.973715644,0.975439841
8.5,0.148352986,0.993780935,0.976367722,0.994528614,0.98395363,,,0.973563345,0.975075283
8.6,0.150098316,0.993793041,0.97607779,0.994425232,0.983664784,,,0.973413826,0.974708744
8.7,0.151843645,0.993804069,0.97578721,0.994322767,0.983373295,,,0.973267053,0.974340214
8.8,0.153588974,0.993814012,0.975495943,0.99422119,0.983079154,,,0.973122993,0.973969687
8.9,0.155334303,0.993822862,0.975203952,0.99412047,0.982782352,,,0.972981612,0.973597152
9,0.157079633,0.993830613,0.974911197,0.994020578,0.982482877,,,0.972842878,0.9732226
9.1,0.158824962,0.993837256,0.974617641,0.993921485,0.982180722,,,0.972706758,0.972846024
9.2,0.160570291,0.993842784,0.974323246,0.993823162,0.981875877,,,0.972573218,0.972467414
9.3,0.16231562,0.99384719,0.974027974,0.993725578,0.981568331,,,0.972442226,0.972086761
9.4,0.16406095,0.993850467,0.973731787,0.993628706,0.981258077,,,0.972313748,0.971704057
9.5,0.165806279,0.993852607,0.973434649,0.993532516,0.980945103,,,0.972187752,0.971319294
9.6,0.167551608,0.993853602,0.973136522,0.993436979,0.980629402,,,0.972064205,0.970932462
9.7,0.169296937,0.993853445,0.972837369,0.993342065,0.980310964,,,0.971943074,0.970543554
9.8,0.171042267,0.993852129,0.972537153,0.993247747,0.979989779,,,0.971824327,0.97015256
9.9,0.172787596,0.993849646,0.972235837,0.993153996,0.979665839,,,0.971707931,0.969759473
10,0.174532925,0.99384599,0.971933386,0.993060782,0.979339135,,,0.971593854,0.969364284
10.1,0.176278254,0.993841151,0.971629761,0.992968077,0.979009657,,,0.971482063,0.968966985
10.2,0.178023584,0.993835124,0.971324927,0.992875853,0.978677397,,,0.971372526,0.968567567
10.3,0.179768913,0.9938279,0.971018849,0.992784081,0.978342346,,,0.97126521,0.968166022
10.4,0.181514242,0.993819473,0.970711489,0.992692733,0.978004495,,,0.971160084,0.967762342
10.5,0.183259571,0.993809834,0.970402813,0.99260178,0.977663834,,,0.971057115,0.967356519
10.6,0.185004901,0.993798976,0.970092784,0.992511195,0.977320356,,,0.970956272,0.966948544
10.7,0.18675023,0.993786893,0.969781368,0.99242095,0.976974052,,,0.970857522,0.96653841
10.8,0.188495559,0.993773575,0.969468528,0.992331015,0.976624912,,,0.970760833,0.966126109
10.9,0.190240888,0.993759017,0.969154231,0.992241364,0.97627293,,,0.970666173,0.965711632
11,0.191986218,0.993743211,0.96883844,0.992151968,0.975918095,,,0.970573512,0.965294971
11.1,0.193731547,0.993726149,0.96852112,0.9920628,0.975560399,,,0.970482816,0.96487612
11.2,0.195476876,0.993707823,0.968202239,0.991973832,0.975199835,,,0.970394054,0.964455069
11.3,0.197222205,0.993688227,0.96788176,0.991885036,0.974836393,,,0.970307195,0.964031811
11.4,0.198967535,0.993667353,0.967559649,0.991796385,0.974470066,,,0.970222207,0.963606338
11.5,0.200712864,0.993645193,0.967235873,0.991707852,0.974100845,,,0.970139059,0.963178643
11.6,0.202458193,0.993621741,0.966910397,0.991619408,0.973728722,,,0.970057719,0.962748717
11.7,0.204203522,0.993596988,0.966583188,0.991531027,0.973353688,,,0.969978157,0.962316554
11.8,0.205948852,0.993570927,0.966254211,0.991442682,0.972975736,,,0.96990034,0.961882145
11.9,0.207694181,0.993543552,0.965923434,0.991354344,0.972594858,,,0.969824237,0.961445483
12,0.20943951,0.993514853,0.965590823,0.991265988,0.972211046,,,0.969749818,0.96100656
12.1,0.211184839,0.993484825,0.965256344,0.991177587,0.971824291,,,0.969677052,0.960565369
12.2,0.212930169,0.993453459,0.964919965,0.991089113,0.971434586,,,0.969605907,0.960121903
12.3,0.214675498,0.993420748,0.964581653,0.991000539,0.971041923,,,0.969536352,0.959676153
12.4,0.216420827,0.993386685,0.964241374,0.990911839,0.970646294,,,0.969468357,0.959228114
12.5,0.218166156,0.993351263,0.963899098,0.990822987,0.970247692,,,0.969401891,0.958777776
12.6,0.219911486,0.993314473,0.96355479,0.990733955,0.969846108,,,0.969336924,0.958325134
12.7,0.221656815,0.993276308,0.963208419,0.990644717,0.969441536,,,0.969273424,0.95787018
12.8,0.223402144,0.993236762,0.962859953,0.990555247,0.969033967,,,0.969211361,0.957412906
12.9,0.225147474,0.993195826,0.96250936,0.990465519,0.968623395,,,0.969150705,0.956953306
13,0.226892803,0.993153494,0.962156608,0.990375506,0.968209811,,,0.969091425,0.956491373
13.1,0.228638132,0.993109757,0.961801665,0.990285182,0.967793209,,,0.969033491,0.956027098
13.2,0.230383461,0.993064608,0.9614445,0.990194521,0.96737358,,,0.968976872,0.955560477
13.3,0.232128791,0.993018041,0.961085082,0.990103496,0.966950918,,,0.968921539,0.9550915
13.4,0.23387412,0.992970047,0.96072338,0.990012083,0.966525216,,,0.96886746,0.954620162
13.5,0.235619449,0.992920618,0.960359363,0.989920256,0.966096466,,,0.968814607,0.954146456
13.6,0.237364778,0.992869749,0.959992999,0.989827987,0.965664661,,,0.968762949,0.953670374
13.7,0.239110108,0.992817431,0.959624259,0.989735253,0.965229793,,,0.968712456,0.95319191
13.8,0.240855437,0.992763656,0.959253112,0.989642026,0.964791857,,,0.968663098,0.952711057
13.9,0.242600766,0.992708418,0.958879527,0.989548283,0.964350845,,,0.968614846,0.952227809
14,0.244346095,0.992651709,0.958503475,0.989453997,0.96390675,,,0.96856767,0.951742159
14.1,0.246091425,0.992593522,0.958124924,0.989359142,0.963459565,,,0.968521539,0.951254099
14.2,0.247836754,0.992533848,0.957743847,0.989263695,0.963009284,,,0.968476425,0.950763624
14.3,0.249582083,0.992472681,0.957360212,0.989167629,0.962555899,,,0.968432298,0.950270727
14.4,0.251327412,0.992410014,0.956973991,0.989070919,0.962099404,,,0.968389128,0.949775402
14.5,0.253072742,0.992345838,0.956585154,0.988973541,0.961639792,,,0.968346887,0.949277642
14.6,0.254818071,0.992280147,0.956193672,0.988875469,0.961177057,,,0.968305544,0.94877744
14.7,0.2565634,0.992212932,0.955799515,0.988776679,0.960711192,,,0.968265071,0.94827479
14.8,0.258308729,0.992144187,0.955402656,0.988677145,0.960242191,,,0.968225437,0.947769686
14.9,0.260054059,0.992073905,0.955003064,0.988576844,0.959770047,,,0.968186616,0.947262122
15,0.261799388,0.992002077,0.954600713,0.98847575,0.959294754,,,0.968148576,0.946752091
15.1,0.263544717,0.991928696,0.954195573,0.988373839,0.958816306,,,0.968111289,0.946239588
15.2,0.265290046,0.991853755,0.953787616,0.988271087,0.958334695,,,0.968074727,0.945724605
15.3,0.267035376,0.991777247,0.953376814,0.988167469,0.957849917,,,0.96803886,0.945207137
15.4,0.268780705,0.991699164,0.952963139,0.988062961,0.957361964,,,0.968003659,0.944687178
15.5,0.270526034,0.991619498,0.952546564,0.987957538,0.956870831,,,0.967969097,0.944164721
15.6,0.272271363,0.991538242,0.95212706,0.987851177,0.956376512,,,0.967935143,0.943639761
15.7,0.274016693,0.99145539,0.951704602,0.987743853,0.955879,,,0.967901771,0.943112292
15.8,0.275762022,0.991370932,0.95127916,0.987635543,0.95537829,,,0.967868951,0.942582308
15.9,0.277507351,0.991284863,0.950850708,0.987526223,0.954874376,,,0.967836654,0.942049803
16,0.27925268,0.991197174,0.95041922,0.987415868,0.954367251,,,0.967804853,0.94151477
16.1,0.28099801,0.991107858,0.949984668,0.987304456,0.953856911,,,0.967773519,0.940977206
16.2,0.282743339,0.991016907,0.949547026,0.987191962,0.953343349,,,0.967742623,0.940437103
16.3,0.284488668,0.990924315,0.949106267,0.987078363,0.95282656,,,0.967712139,0.939894455
16.4,0.286233997,0.990830074,0.948662365,0.986963635,0.952306537,,,0.967682037,0.939349258
16.5,0.287979327,0.990734176,0.948215294,0.986847756,0.951783277,,,0.96765229,0.938801506
16.6,0.289724656,0.990636614,0.947765028,0.986730701,0.951256772,,,0.967622869,0.938251193
16.7,0.291469985,0.99053738,0.947311542,0.986612448,0.950727017,,,0.967593747,0.937698313
16.8,0.293215314,0.990436468,0.946854809,0.986492973,0.950194008,,,0.967564896,0.937142861
16.9,0.294960644,0.990333869,0.946394804,0.986372253,0.949657738,,,0.967536288,0.936584832
17,0.296705973,0.990229576,0.945931501,0.986250266,0.949118203,,,0.967507896,0.93602422
17.1,0.298451302,0.990123583,0.945464876,0.986126988,0.948575396,,,0.967479692,0.935461021
17.2,0.300196631,0.99001588,0.944994904,0.986002397,0.948029314,,,0.967451648,0.934895227
17.3,0.301941961,0.989906462,0.94452156,0.98587647,0.94747995,,,0.967423737,0.934326835
17.4,0.30368729,0.98979532,0.944044818,0.985749183,0.9469273,,,0.967395931,0.933755839
17.5,0.305432619,0.989682448,0.943564655,0.985620516,0.946371358,,,0.967368204,0.933182234
17.6,0.307177948,0.989567837,0.943081046,0.985490444,0.94581212,,,0.967340527,0.932606014
17.7,0.308923278,0.98945148,0.942593967,0.985358946,0.94524958,,,0.967312874,0.932027175
17.8,0.310668607,0.989333371,0.942103394,0.985225999,0.944683734,,,0.967285218,0.931445712
17.9,0.312413936,0.989213501,0.941609304,0.985091582,0.944114577,,,0.967257531,0.930861619
18,0.314159265,0.989091862,0.941111671,0.984955671,0.943542104,,,0.967229787,0.930274891
18.1,0.315904595,0.988968449,0.940610473,0.984818245,0.942966311,,,0.967201958,0.929685525
18.2,0.317649924,0.988843252,0.940105687,0.984679282,0.942387192,,,0.967174018,0.929093514
18.3,0.319395253,0.988716266,0.939597289,0.98453876,0.941804743,,,0.96714594,0.928498853
18.4,0.321140582,0.988587481,0.939085255,0.984396657,0.94121896,,,0.967117697,0.927901539
18.5,0.322885912,0.988456892,0.938569564,0.984252951,0.940629838,,,0.967089263,0.927301567
18.6,0.324631241,0.98832449,0.938050193,0.984107621,0.940037372,,,0.967060611,0.92669893
18.7,0.32637657,0.988190268,0.937527118,0.983960644,0.939441558,,,0.967031714,0.926093626
18.8,0.328121899,0.988054219,0.937000318,0.983812001,0.938842393,,,0.967002546,0.925485649
18.9,0.329867229,0.987916335,0.93646977,0.983661668,0.93823987,,,0.966973081,0.924874995
19,0.331612558,0.987776608,0.935935452,0.983509624,0.937633987,,,0.966943292,0.924261659
19.1,0.333357887,0.987635032,0.935397342,0.983355849,0.937024739,,,0.966913154,0.923645636
19.2,0.335103216,0.9874916,0.934855418,0.983200321,0.936412122,,,0.966882639,0.923026923
19.3,0.336848546,0.987346302,0.934309659,0.98304302,0.935796131,,,0.966851722,0.922405514
19.4,0.338593875,0.987199133,0.933760043,0.982883923,0.935176763,,,0.966820377,0.921781405
19.5,0.340339204,0.987050084,0.933206549,0.98272301,0.934554014,,,0.966788578,0.921154593
19.6,0.342084533,0.986899149,0.932649156,0.98256026,0.93392788,,,0.966756299,0.920525072
19.7,0.343829863,0.986746319,0.932087843,0.982395653,0.933298357,,,0.966723514,0.919892839
19.8,0.345575192,0.986591588,0.931522588,0.982229167,0.932665441,,,0.966690197,0.919257889
19.9,0.347320521,0.986434948,0.930953372,0.982060783,0.932029129,,,0.966656323,0.918620219
20,0.34906585,0.986276391,0.930380174,0.981890479,0.931389416,,,0.966621866,0.917979823
20.1,0.35081118,0.986115911,0.929802973,0.981718234,0.930746299,,,0.9665868,0.917336698
20.2,0.352556509,0.985953499,0.92922175,0.98154403,0.930099774,,,0.966551101,0.91669084
20.3,0.354301838,0.985789149,0.928636483,0.981367845,0.929449839,,,0.966514742,0.916042244
20.4,0.356047167,0.985622852,0.928047155,0.981189659,0.928796488,,,0.966477698,0.915390908
20.5,0.357792497,0.985454602,0.927453744,0.981009451,0.92813972,,,0.966439945,0.914736826
20.6,0.359537826,0.985284391,0.926856231,0.980827203,0.92747953,,,0.966401456,0.914079996
20.7,0.361283155,0.985112212,0.926254597,0.980642894,0.926815916,,,0.966362206,0.913420413
20.8,0.363028484,0.984938056,0.925648823,0.980456503,0.926148873,,,0.966322172,0.912758074
20.9,0.364773814,0.984761918,0.925038889,0.980268012,0.925478399,,,0.966281327,0.912092974
21,0.366519143,0.984583789,0.924424777,0.980077401,0.92480449,,,0.966239646,0.91142511
21.1,0.368264472,0.984403661,0.923806468,0.979884649,0.924127144,,,0.966197105,0.910754479
21.2,0.370009801,0.984221528,0.923183943,0.979689737,0.923446357,,,0.966153679,0.910081076
21.3,0.371755131,0.984037383,0.922557184,0.979492646,0.922762126,,,0.966109344,0.909404899
21.4,0.37350046,0.983851217,0.921926173,0.979293356,0.922074448,,,0.966064074,0.908725943
21.5,0.375245789,0.983663023,0.921290892,0.979091849,0.921383321,,,0.966017845,0.908044206
21.6,0.376991118,0.983472794,0.920651322,0.978888104,0.920688742,,,0.965970632,0.907359683
21.7,0.378736448,0.983280522,0.920007446,0.978682102,0.919990707,,,0.965922412,0.906672371
21.8,0.380481777,0.9830862,0.919359247,0.978473826,0.919289214,,,0.965873159,0.905982268
21.9,0.382227106,0.982889821,0.918706706,0.978263254,0.918584261,,,0.965822849,0.905289369
22,0.383972435,0.982691377,0.918049808,0.978050369,0.917875844,,,0.965771458,0.904593672
22.1,0.385717765,0.98249086,0.917388533,0.977835152,0.917163961,,,0.965718962,0.903895173
22.2,0.387463094,0.982288264,0.916722866,0.977617584,0.916448609,,,0.965665337,0.903193868
22.3,0.389208423,0.982083581,0.916052791,0.977397646,0.915729787,,,0.965610559,0.902489756
22.4,0.390953752,0.981876803,0.915378289,0.97717532,0.915007491,,,0.965554603,0.901782832
22.5,0.392699082,0.981667923,0.914699344,0.976950587,0.91428172,,,0.965497447,0.901073094
22.6,0.394444411,0.981456933,0.914015941,0.976723429,0.91355247,,,0.965439065,0.900360539
22.7,0.39618974,0.981243827,0.913328064,0.976493827,0.91281974,,,0.965379434,0.899645163
22.8,0.397935069,0.981028597,0.912635695,0.976261763,0.912083527,,,0.965318531,0.898926964
22.9,0.399680399,0.980811234,0.91193882,0.976027219,0.91134383,,,0.965256332,0.898205939
23,0.401425728,0.980591733,0.911237422,0.975790177,0.910600645,,,0.965192813,0.897482085
23.1,0.403171057,0.980370085,0.910531487,0.975550619,0.909853972,,,0.965127951,0.896755399
23.2,0.404916386,0.980146283,0.909820998,0.975308526,0.909103808,,,0.965061723,0.896025878
23.3,0.406661716,0.97992032,0.909105941,0.975063882,0.908350151,,,0.964994104,0.895293521
23.4,0.408407045,0.979692188,0.908386301,0.974816667,0.907592999,,,0.964925072,0.894558323
23.5,0.410152374,0.97946188,0.907662062,0.974566865,0.90683235,,,0.964854604,0.893820282
23.6,0.411897703,0.979229388,0.90693321,0.974314458,0.906068203,,,0.964782676,0.893079397
23.7,0.413643033,0.978994704,0.906199731,0.974059428,0.905300556,,,0.964709265,0.892335663
23.8,0.415388362,0.978757823,0.90546161,0.973801759,0.904529408,,,0.964634349,0.89158908
23.9,0.417133691,0.978518735,0.904718833,0.973541431,0.903754755,,,0.964557904,0.890839643
24,0.41887902,0.978277434,0.903971385,0.973278429,0.902976598,,,0.964479908,0.890087352
24.1,0.42062435,0.978033913,0.903219253,0.973012734,0.902194934,,,0.964400337,0.889332202
24.2,0.422369679,0.977788163,0.902462424,0.972744331,0.901409762,,,0.964319169,0.888574193
24.3,0.424115008,0.977540177,0.901700883,0.972473201,0.900621081,,,0.964236381,0.887813322
24.4,0.425860337,0.977289949,0.900934617,0.972199328,0.899828888,,,0.964151951,0.887049587
24.5,0.427605667,0.97703747,0.900163613,0.971922695,0.899033184,,,0.964065856,0.886282984
24.6,0.429350996,0.976782733,0.899387858,0.971643284,0.898233966,,,0.963978074,0.885513513
24.7,0.431096325,0.976525731,0.898607338,0.971361081,0.897431234,,,0.963888582,0.884741171
24.8,0.432841654,0.976266456,0.897822042,0.971076067,0.896624986,,,0.963797358,0.883965956
24.9,0.434586984,0.976004901,0.897031956,0.970788226,0.895815221,,,0.963704379,0.883187866
25,0.436332313,0.975741058,0.896237068,0.970497542,0.895001939,,,0.963609624,0.882406899
25.1,0.438077642,0.97547492,0.895437366,0.970203998,0.894185137,,,0.963513071,0.881623053
25.2,0.439822972,0.97520648,0.894632837,0.969907578,0.893364816,,,0.963414696,0.880836326
25.3,0.441568301,0.97493573,0.89382347,0.969608265,0.892540974,,,0.963314479,0.880046716
25.4,0.44331363,0.974662663,0.893009253,0.969306044,0.891713611,,,0.963212398,0.879254222
25.5,0.445058959,0.974387271,0.892190173,0.969000899,0.890882725,,,0.963108429,0.878458841
25.6,0.446804289,0.974109547,0.891366221,0.968692813,0.890048317,,,0.963002553,0.877660572
25.7,0.448549618,0.973829483,0.890537383,0.968381771,0.889210384,,,0.962894747,0.876859413
25.8,0.450294947,0.973547072,0.88970365,0.968067756,0.888368928,,,0.962784989,0.876055362
25.9,0.452040276,0.973262307,0.88886501,0.967750753,0.887523947,,,0.962673258,0.875248419
26,0.453785606,0.97297518,0.888021452,0.967430747,0.88667544,,,0.962559532,0.874438581
26.1,0.455530935,0.972685684,0.887172966,0.967107721,0.885823408,,,0.96244379,0.873625846
26.2,0.457276264,0.972393811,0.886319541,0.96678166,0.884967849,,,0.962326011,0.872810214
26.3,0.459021593,0.972099555,0.885461166,0.966452549,0.884108764,,,0.962206173,0.871991683
26.4,0.460766923,0.971802906,0.884597832,0.966120373,0.883246152,,,0.962084254,0.871170251
26.5,0.462512252,0.971503859,0.883729528,0.965785115,0.882380013,,,0.961960235,0.870345917
26.6,0.464257581,0.971202405,0.882856245,0.965446762,0.881510347,,,0.961834093,0.86951868
26.7,0.46600291,0.970898538,0.881977973,0.965105297,0.880637153,,,0.961705809,0.868688538
26.8,0.46774824,0.970592249,0.881094702,0.964760707,0.879760432,,,0.961575359,0.867855491
26.9,0.469493569,0.970283532,0.880206423,0.964412975,0.878880184,,,0.961442725,0.867019537
27,0.471238898,0.969972379,0.879313127,0.964062087,0.877996408,,,0.961307885,0.866180674
27.1,0.472984227,0.969658782,0.878414804,0.963708028,0.877109105,,,0.961170818,0.865338903
27.2,0.474729557,0.969342734,0.877511445,0.963350784,0.876218274,,,0.961031504,0.864494221
27.3,0.476474886,0.969024228,0.876603043,0.96299034,0.875323916,,,0.960889921,0.863646628
27.4,0.478220215,0.968703257,0.875689588,0.962626682,0.874426032,,,0.96074605,0.862796122
27.5,0.479965544,0.968379812,0.874771072,0.962259794,0.873524621,,,0.96059987,0.861942704
27.6,0.481710874,0.968053886,0.873847486,0.961889663,0.872619684,,,0.960451361,0.861086371
27.7,0.483456203,0.967725473,0.872918823,0.961516274,0.871711221,,,0.960300502,0.860227124
27.8,0.485201532,0.967394564,0.871985074,0.961139613,0.870799233,,,0.960147273,0.85936496
27.9,0.486946861,0.967061152,0.871046232,0.960759666,0.86988372,,,0.959991653,0.85849988
28,0.488692191,0.96672523,0.870102289,0.960376419,0.868964683,,,0.959833624,0.857631883
28.1,0.49043752,0.966386791,0.869153237,0.959989858,0.868042123,,,0.959673163,0.856760969
28.2,0.492182849,0.966045826,0.86819907,0.959599969,0.867116039,,,0.959510253,0.855887135
28.3,0.493928178,0.965702328,0.867239781,0.959206739,0.866186433,,,0.959344872,0.855010382
28.4,0.495673508,0.965356291,0.866275361,0.958810153,0.865253306,,,0.959177001,0.85413071
28.5,0.497418837,0.965007706,0.865305804,0.958410197,0.864316658,,,0.959006619,0.853248118
28.6,0.499164166,0.964656567,0.864331105,0.958006859,0.86337649,,,0.958833708,0.852362604
28.7,0.500909495,0.964302865,0.863351255,0.957600125,0.862432804,,,0.958658248,0.85147417
28.8,0.502654825,0.963946594,0.862366249,0.957189982,0.861485599,,,0.958480218,0.850582815
28.9,0.504400154,0.963587745,0.861376081,0.956776415,0.860534878,,,0.958299601,0.849688537
29,0.506145483,0.963226312,0.860380745,0.956359413,0.859580642,,,0.958116375,0.848791337
29.1,0.507890812,0.962862287,0.859380234,0.955938961,0.85862289,,,0.957930522,0.847891215
29.2,0.509636142,0.962495663,0.858374543,0.955515047,0.857661626,,,0.957742022,0.846988171
29.3,0.511381471,0.962126432,0.857363667,0.955087657,0.856696849,,,0.957550856,0.846082203
29.4,0.5131268,0.961754586,0.8563476,0.95465678,0.855728562,,,0.957357006,0.845173313
29.5,0.514872129,0.961380119,0.855326337,0.954222401,0.854756765,,,0.957160451,0.8442615
29.6,0.516617459,0.961003023,0.854299872,0.953784509,0.853781461,,,0.956961173,0.843346764
29.7,0.518362788,0.960623291,0.853268202,0.95334309,0.85280265,,,0.956759152,0.842429105
29.8,0.520108117,0.960240915,0.852231321,0.952898132,0.851820334,,,0.956554371,0.841508523
29.9,0.521853446,0.959855887,0.851189224,0.952449622,0.850834514,,,0.95634681,0.840585018
30,0.523598776,0.959468201,0.850141908,0.951997549,0.849845193,,,0.95613645,0.83965859
30.1,0.525344105,0.959077848,0.849089368,0.951541899,0.848852371,,,0.955923273,0.83872924
30.2,0.527089434,0.958684822,0.848031599,0.951082661,0.847856052,,,0.95570726,0.837796967
30.3,0.528834763,0.958289115,0.846968599,0.950619822,0.846856236,,,0.955488393,0.836861773
30.4,0.530580093,0.957890719,0.845900363,0.95015337,0.845852925,,,0.955266652,0.835923656
30.5,0.532325422,0.957489628,0.844826887,0.949683294,0.844846121,,,0.95504202,0.834982618
30.6,0.534070751,0.957085833,0.843748168,0.94920958,0.843835827,,,0.954814478,0.834038659
30.7,0.53581608,0.956679328,0.842664204,0.948732218,0.842822043,,,0.954584008,0.833091779
30.8,0.53756141,0.956270104,0.84157499,0.948251196,0.841804773,,,0.954350592,0.83214198
30.9,0.539306739,0.955858155,0.840480523,0.947766501,0.840784018,,,0.954114212,0.83118926
31,0.541052068,0.955443473,0.839380802,0.947278123,0.839759781,,,0.953874849,0.830233622
31.1,0.542797397,0.955026051,0.838275823,0.94678605,0.838732063,,,0.953632485,0.829275064
31.2,0.544542727,0.954605881,0.837165583,0.946290269,0.837700868,,,0.953387103,0.828313589
31.3,0.546288056,0.954182955,0.836050082,0.945790771,0.836666196,,,0.953138685,0.827349197
31.4,0.548033385,0.953757267,0.834929315,0.945287544,0.835628052,,,0.952887213,0.826381889
31.5,0.549778714,0.953328809,0.833803282,0.944780576,0.834586436,,,0.952632668,0.825411664
31.6,0.551524044,0.952897573,0.83267198,0.944269857,0.833541353,,,0.952375035,0.824438525
31.7,0.553269373,0.952463552,0.831535408,0.943755374,0.832492803,,,0.952114294,0.823462472
31.8,0.555014702,0.95202674,0.830393564,0.943237119,0.83144079,,,0.951850428,0.822483505
